Machine 10.6.9.211 CpuFree% 99.51 MemFree% 93.02 Memfree 3690 MB, Memtotal 3967 MB, Swapfree 7713 MB, Swaptotal 7730 MB Netout 189010
Machine 10.6.9.213 CpuFree% 99.52 MemFree% 93.82 Memfree 3722 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 104907
Machine 10.6.9.218 CpuFree% 99.27 MemFree% 92.76 Memfree 3680 MB, Memtotal 3967 MB, Swapfree 7697 MB, Swaptotal 7730 MB Netout 292600
Machine 10.6.9.219 CpuFree% 99.76 MemFree% 93.55 Memfree 3711 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 129735
Machine 10.6.9.209 CpuFree% 99.25 MemFree% 93.57 Memfree 3712 MB, Memtotal 3967 MB, Swapfree 7711 MB, Swaptotal 7730 MB Netout 95594
Machine 10.6.9.221 CpuFree% 99.76 MemFree% 92.17 Memfree 3656 MB, Memtotal 3967 MB, Swapfree 7674 MB, Swaptotal 7730 MB Netout 125728
Machine 10.6.9.220 CpuFree% 99.27 MemFree% 93.71 Memfree 3717 MB, Memtotal 3967 MB, Swapfree 7726 MB, Swaptotal 7730 MB Netout 200203
Machine 10.6.9.222 CpuFree% 99.51 MemFree% 93.07 Memfree 3692 MB, Memtotal 3967 MB, Swapfree 7684 MB, Swaptotal 7730 MB Netout 269270
Machine 10.6.9.223 CpuFree% 99.76 MemFree% 93.85 Memfree 3723 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 385972

Machine 10.6.9.203 CpuFree% 100.00 MemFree% 93.63 Memfree 3714 MB, Memtotal 3967 MB, Swapfree 7717 MB, Swaptotal 7730 MB Netout 336487
Machine 10.6.9.215 CpuFree% 99.75 MemFree% 92.75 Memfree 3679 MB, Memtotal 3967 MB, Swapfree 7699 MB, Swaptotal 7730 MB Netout 113987
Machine 10.6.9.209 CpuFree% 99.50 MemFree% 93.57 Memfree 3712 MB, Memtotal 3967 MB, Swapfree 7711 MB, Swaptotal 7730 MB Netout 72504
Machine 10.6.9.221 CpuFree% 99.75 MemFree% 92.17 Memfree 3656 MB, Memtotal 3967 MB, Swapfree 7674 MB, Swaptotal 7730 MB Netout 60274
Machine 10.6.9.222 CpuFree% 99.75 MemFree% 93.07 Memfree 3692 MB, Memtotal 3967 MB, Swapfree 7684 MB, Swaptotal 7730 MB Netout 69157
Machine 10.6.9.210 CpuFree% 99.74 MemFree% 92.22 Memfree 3658 MB, Memtotal 3967 MB, Swapfree 7657 MB, Swaptotal 7730 MB Netout 53148
Machine 10.6.9.219 CpuFree% 99.48 MemFree% 93.55 Memfree 3711 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 89304
Machine 10.6.9.207 CpuFree% 99.75 MemFree% 91.99 Memfree 3649 MB, Memtotal 3967 MB, Swapfree 7662 MB, Swaptotal 7730 MB Netout 121186
Machine 10.6.9.205 CpuFree% 100.00 MemFree% 93.15 Memfree 3695 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 74409
Machine 10.6.9.220 CpuFree% 99.23 MemFree% 93.71 Memfree 3717 MB, Memtotal 3967 MB, Swapfree 7726 MB, Swaptotal 7730 MB Netout 148366
Machine 10.6.9.213 CpuFree% 99.75 MemFree% 93.82 Memfree 3722 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 49029
Machine 10.6.9.218 CpuFree% 99.27 MemFree% 92.76 Memfree 3680 MB, Memtotal 3967 MB, Swapfree 7697 MB, Swaptotal 7730 MB Netout 81372
Machine 10.6.9.212 CpuFree% 99.74 MemFree% 93.12 Memfree 3694 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 76794
Machine 10.6.9.223 CpuFree% 99.24 MemFree% 93.85 Memfree 3723 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 111893
Machine 10.6.9.211 CpuFree% 99.50 MemFree% 93.02 Memfree 3690 MB, Memtotal 3967 MB, Swapfree 7713 MB, Swaptotal 7730 MB Netout 137238

Machine 10.6.9.219 CpuFree% 98.92 MemFree% 93.54 Memfree 3711 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 59511
Machine 10.6.9.209 CpuFree% 99.75 MemFree% 93.57 Memfree 3712 MB, Memtotal 3967 MB, Swapfree 7711 MB, Swaptotal 7730 MB Netout 65761
Machine 10.6.9.220 CpuFree% 100.00 MemFree% 93.71 Memfree 3717 MB, Memtotal 3967 MB, Swapfree 7726 MB, Swaptotal 7730 MB Netout 63739
Machine 10.6.9.210 CpuFree% 99.78 MemFree% 92.22 Memfree 3658 MB, Memtotal 3967 MB, Swapfree 7657 MB, Swaptotal 7730 MB Netout 54783
Machine 10.6.9.205 CpuFree% 98.34 MemFree% 93.15 Memfree 3695 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 57695
Machine 10.6.9.213 CpuFree% 99.54 MemFree% 93.82 Memfree 3722 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 70010
Machine 10.6.9.207 CpuFree% 99.30 MemFree% 91.99 Memfree 3649 MB, Memtotal 3967 MB, Swapfree 7662 MB, Swaptotal 7730 MB Netout 60154
Machine 10.6.9.218 CpuFree% 97.59 MemFree% 92.76 Memfree 3680 MB, Memtotal 3967 MB, Swapfree 7697 MB, Swaptotal 7730 MB Netout 53813
Machine 10.6.9.215 CpuFree% 99.11 MemFree% 92.75 Memfree 3679 MB, Memtotal 3967 MB, Swapfree 7699 MB, Swaptotal 7730 MB Netout 79575
Machine 10.6.9.203 CpuFree% 97.62 MemFree% 93.63 Memfree 3714 MB, Memtotal 3967 MB, Swapfree 7717 MB, Swaptotal 7730 MB Netout 416662
Machine 10.6.9.221 CpuFree% 98.47 MemFree% 92.17 Memfree 3656 MB, Memtotal 3967 MB, Swapfree 7674 MB, Swaptotal 7730 MB Netout 78465
Machine 10.6.9.212 CpuFree% 100.00 MemFree% 93.12 Memfree 3694 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 67491
Machine 10.6.9.211 CpuFree% 98.56 MemFree% 93.02 Memfree 3690 MB, Memtotal 3967 MB, Swapfree 7713 MB, Swaptotal 7730 MB Netout 64308
Machine 10.6.9.222 CpuFree% 99.35 MemFree% 93.07 Memfree 3692 MB, Memtotal 3967 MB, Swapfree 7684 MB, Swaptotal 7730 MB Netout 51318
Machine 10.6.9.223 CpuFree% 98.16 MemFree% 93.86 Memfree 3723 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 86927

Machine 10.6.9.203 CpuFree% 96.42 MemFree% 93.63 Memfree 3714 MB, Memtotal 3967 MB, Swapfree 7717 MB, Swaptotal 7730 MB Netout 1003762
Machine 10.6.9.207 CpuFree% 99.76 MemFree% 91.99 Memfree 3649 MB, Memtotal 3967 MB, Swapfree 7662 MB, Swaptotal 7730 MB Netout 66159
Machine 10.6.9.212 CpuFree% 100.00 MemFree% 93.12 Memfree 3694 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 71399
Machine 10.6.9.209 CpuFree% 99.75 MemFree% 93.57 Memfree 3712 MB, Memtotal 3967 MB, Swapfree 7711 MB, Swaptotal 7730 MB Netout 74301
Machine 10.6.9.219 CpuFree% 98.64 MemFree% 93.55 Memfree 3711 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 67375
Machine 10.6.9.215 CpuFree% 98.83 MemFree% 92.75 Memfree 3679 MB, Memtotal 3967 MB, Swapfree 7699 MB, Swaptotal 7730 MB Netout 81415
Machine 10.6.9.213 CpuFree% 99.76 MemFree% 93.82 Memfree 3722 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 69344
Machine 10.6.9.220 CpuFree% 99.75 MemFree% 93.71 Memfree 3717 MB, Memtotal 3967 MB, Swapfree 7726 MB, Swaptotal 7730 MB Netout 69777
Machine 10.6.9.221 CpuFree% 97.20 MemFree% 92.17 Memfree 3656 MB, Memtotal 3967 MB, Swapfree 7674 MB, Swaptotal 7730 MB Netout 70288
Machine 10.6.9.218 CpuFree% 96.90 MemFree% 92.76 Memfree 3680 MB, Memtotal 3967 MB, Swapfree 7697 MB, Swaptotal 7730 MB Netout 74702
Machine 10.6.9.211 CpuFree% 97.91 MemFree% 93.02 Memfree 3690 MB, Memtotal 3967 MB, Swapfree 7713 MB, Swaptotal 7730 MB Netout 69732
Machine 10.6.9.222 CpuFree% 98.83 MemFree% 93.07 Memfree 3692 MB, Memtotal 3967 MB, Swapfree 7684 MB, Swaptotal 7730 MB Netout 74801
Machine 10.6.9.205 CpuFree% 97.51 MemFree% 93.15 Memfree 3695 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 70004
Machine 10.6.9.210 CpuFree% 99.51 MemFree% 92.22 Memfree 3658 MB, Memtotal 3967 MB, Swapfree 7657 MB, Swaptotal 7730 MB Netout 82102
Machine 10.6.9.223 CpuFree% 97.67 MemFree% 93.86 Memfree 3723 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 73363

Machine 10.6.9.207 CpuFree% 98.80 MemFree% 91.99 Memfree 3649 MB, Memtotal 3967 MB, Swapfree 7662 MB, Swaptotal 7730 MB Netout 68194
Machine 10.6.9.211 CpuFree% 98.33 MemFree% 93.02 Memfree 3690 MB, Memtotal 3967 MB, Swapfree 7713 MB, Swaptotal 7730 MB Netout 59557
Machine 10.6.9.218 CpuFree% 98.31 MemFree% 92.76 Memfree 3680 MB, Memtotal 3967 MB, Swapfree 7697 MB, Swaptotal 7730 MB Netout 60206
Machine 10.6.9.219 CpuFree% 99.54 MemFree% 93.55 Memfree 3711 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 51643
Machine 10.6.9.213 CpuFree% 99.76 MemFree% 93.82 Memfree 3722 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 54472
Machine 10.6.9.222 CpuFree% 99.05 MemFree% 93.07 Memfree 3692 MB, Memtotal 3967 MB, Swapfree 7684 MB, Swaptotal 7730 MB Netout 56720
Machine 10.6.9.205 CpuFree% 97.80 MemFree% 93.15 Memfree 3695 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 44571
Machine 10.6.9.210 CpuFree% 99.50 MemFree% 92.22 Memfree 3658 MB, Memtotal 3967 MB, Swapfree 7657 MB, Swaptotal 7730 MB Netout 53451
Machine 10.6.9.215 CpuFree% 98.05 MemFree% 92.75 Memfree 3679 MB, Memtotal 3967 MB, Swapfree 7699 MB, Swaptotal 7730 MB Netout 69048
Machine 10.6.9.223 CpuFree% 98.30 MemFree% 93.86 Memfree 3723 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 69525
Machine 10.6.9.212 CpuFree% 99.75 MemFree% 93.12 Memfree 3694 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 45914
Machine 10.6.9.220 CpuFree% 99.50 MemFree% 93.71 Memfree 3717 MB, Memtotal 3967 MB, Swapfree 7726 MB, Swaptotal 7730 MB Netout 64698
Machine 10.6.9.221 CpuFree% 97.66 MemFree% 92.17 Memfree 3656 MB, Memtotal 3967 MB, Swapfree 7674 MB, Swaptotal 7730 MB Netout 47187
Machine 10.6.9.209 CpuFree% 100.00 MemFree% 93.57 Memfree 3712 MB, Memtotal 3967 MB, Swapfree 7711 MB, Swaptotal 7730 MB Netout 46826
Machine 10.6.9.203 CpuFree% 96.38 MemFree% 93.63 Memfree 3714 MB, Memtotal 3967 MB, Swapfree 7717 MB, Swaptotal 7730 MB Netout 1042737

Machine 10.6.9.207 CpuFree% 97.64 MemFree% 91.99 Memfree 3649 MB, Memtotal 3967 MB, Swapfree 7662 MB, Swaptotal 7730 MB Netout 47007
Machine 10.6.9.210 CpuFree% 98.06 MemFree% 92.22 Memfree 3658 MB, Memtotal 3967 MB, Swapfree 7657 MB, Swaptotal 7730 MB Netout 45335
Machine 10.6.9.219 CpuFree% 98.38 MemFree% 93.55 Memfree 3711 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 43898
Machine 10.6.9.213 CpuFree% 98.33 MemFree% 93.82 Memfree 3722 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 50926
Machine 10.6.9.223 CpuFree% 94.69 MemFree% 93.86 Memfree 3723 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 44904
Machine 10.6.9.209 CpuFree% 99.01 MemFree% 93.57 Memfree 3712 MB, Memtotal 3967 MB, Swapfree 7711 MB, Swaptotal 7730 MB Netout 45779
Machine 10.6.9.205 CpuFree% 96.81 MemFree% 93.15 Memfree 3695 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 42778
Machine 10.6.9.211 CpuFree% 98.13 MemFree% 93.02 Memfree 3690 MB, Memtotal 3967 MB, Swapfree 7713 MB, Swaptotal 7730 MB Netout 47187
Machine 10.6.9.215 CpuFree% 96.76 MemFree% 92.75 Memfree 3679 MB, Memtotal 3967 MB, Swapfree 7699 MB, Swaptotal 7730 MB Netout 41681
Machine 10.6.9.218 CpuFree% 95.23 MemFree% 92.76 Memfree 3680 MB, Memtotal 3967 MB, Swapfree 7697 MB, Swaptotal 7730 MB Netout 46129
Machine 10.6.9.220 CpuFree% 98.06 MemFree% 93.71 Memfree 3717 MB, Memtotal 3967 MB, Swapfree 7726 MB, Swaptotal 7730 MB Netout 44720
Machine 10.6.9.222 CpuFree% 95.73 MemFree% 93.07 Memfree 3692 MB, Memtotal 3967 MB, Swapfree 7684 MB, Swaptotal 7730 MB Netout 46085
Machine 10.6.9.203 CpuFree% 95.65 MemFree% 93.64 Memfree 3715 MB, Memtotal 3967 MB, Swapfree 7717 MB, Swaptotal 7730 MB Netout 986676
Machine 10.6.9.221 CpuFree% 95.28 MemFree% 92.17 Memfree 3656 MB, Memtotal 3967 MB, Swapfree 7674 MB, Swaptotal 7730 MB Netout 51279
Machine 10.6.9.212 CpuFree% 97.83 MemFree% 93.12 Memfree 3694 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 39873

Machine 10.6.9.219 CpuFree% 99.00 MemFree% 93.54 Memfree 3711 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 225865
Machine 10.6.9.209 CpuFree% 99.24 MemFree% 93.56 Memfree 3711 MB, Memtotal 3967 MB, Swapfree 7711 MB, Swaptotal 7730 MB Netout 248663
Machine 10.6.9.218 CpuFree% 97.99 MemFree% 92.76 Memfree 3680 MB, Memtotal 3967 MB, Swapfree 7697 MB, Swaptotal 7730 MB Netout 196334
Machine 10.6.9.222 CpuFree% 99.24 MemFree% 93.06 Memfree 3692 MB, Memtotal 3967 MB, Swapfree 7684 MB, Swaptotal 7730 MB Netout 203767
Machine 10.6.9.215 CpuFree% 98.74 MemFree% 92.74 Memfree 3679 MB, Memtotal 3967 MB, Swapfree 7699 MB, Swaptotal 7730 MB Netout 40587
Machine 10.6.9.207 CpuFree% 99.49 MemFree% 91.98 Memfree 3649 MB, Memtotal 3967 MB, Swapfree 7662 MB, Swaptotal 7730 MB Netout 186135
Machine 10.6.9.213 CpuFree% 99.50 MemFree% 93.81 Memfree 3722 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 229786
Machine 10.6.9.203 CpuFree% 97.75 MemFree% 93.63 Memfree 3714 MB, Memtotal 3967 MB, Swapfree 7717 MB, Swaptotal 7730 MB Netout 714209
Machine 10.6.9.211 CpuFree% 98.22 MemFree% 93.02 Memfree 3690 MB, Memtotal 3967 MB, Swapfree 7713 MB, Swaptotal 7730 MB Netout 185558
Machine 10.6.9.220 CpuFree% 99.24 MemFree% 93.71 Memfree 3717 MB, Memtotal 3967 MB, Swapfree 7726 MB, Swaptotal 7730 MB Netout 204624
Machine 10.6.9.205 CpuFree% 98.25 MemFree% 93.14 Memfree 3695 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 262138
Machine 10.6.9.212 CpuFree% 98.74 MemFree% 93.11 Memfree 3693 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 262069
Machine 10.6.9.210 CpuFree% 98.74 MemFree% 92.21 Memfree 3658 MB, Memtotal 3967 MB, Swapfree 7657 MB, Swaptotal 7730 MB Netout 170996
Machine 10.6.9.221 CpuFree% 99.24 MemFree% 92.16 Memfree 3656 MB, Memtotal 3967 MB, Swapfree 7674 MB, Swaptotal 7730 MB Netout 230982
Machine 10.6.9.223 CpuFree% 98.24 MemFree% 93.85 Memfree 3723 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 161353

Machine 10.6.9.203 CpuFree% 99.27 MemFree% 93.64 Memfree 3715 MB, Memtotal 3967 MB, Swapfree 7717 MB, Swaptotal 7730 MB Netout 897886
Machine 10.6.9.219 CpuFree% 98.81 MemFree% 93.54 Memfree 3711 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 676497
Machine 10.6.9.205 CpuFree% 98.55 MemFree% 93.14 Memfree 3695 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 624766
Machine 10.6.9.213 CpuFree% 99.05 MemFree% 93.82 Memfree 3722 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 609544
Machine 10.6.9.212 CpuFree% 99.52 MemFree% 93.11 Memfree 3694 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 616026
Machine 10.6.9.207 CpuFree% 99.05 MemFree% 91.98 Memfree 3649 MB, Memtotal 3967 MB, Swapfree 7662 MB, Swaptotal 7730 MB Netout 707569
Machine 10.6.9.210 CpuFree% 99.52 MemFree% 92.22 Memfree 3658 MB, Memtotal 3967 MB, Swapfree 7657 MB, Swaptotal 7730 MB Netout 685538
Machine 10.6.9.215 CpuFree% 98.81 MemFree% 92.75 Memfree 3679 MB, Memtotal 3967 MB, Swapfree 7699 MB, Swaptotal 7730 MB Netout 641713
Machine 10.6.9.209 CpuFree% 99.04 MemFree% 93.56 Memfree 3711 MB, Memtotal 3967 MB, Swapfree 7711 MB, Swaptotal 7730 MB Netout 622188
Machine 10.6.9.218 CpuFree% 99.04 MemFree% 92.76 Memfree 3680 MB, Memtotal 3967 MB, Swapfree 7697 MB, Swaptotal 7730 MB Netout 712739
Machine 10.6.9.220 CpuFree% 98.79 MemFree% 93.71 Memfree 3717 MB, Memtotal 3967 MB, Swapfree 7726 MB, Swaptotal 7730 MB Netout 657405
Machine 10.6.9.211 CpuFree% 98.57 MemFree% 93.02 Memfree 3690 MB, Memtotal 3967 MB, Swapfree 7713 MB, Swaptotal 7730 MB Netout 726005
Machine 10.6.9.222 CpuFree% 98.79 MemFree% 93.07 Memfree 3692 MB, Memtotal 3967 MB, Swapfree 7684 MB, Swaptotal 7730 MB Netout 717744
Machine 10.6.9.223 CpuFree% 98.55 MemFree% 93.85 Memfree 3723 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 553662
Machine 10.6.9.221 CpuFree% 98.58 MemFree% 92.16 Memfree 3656 MB, Memtotal 3967 MB, Swapfree 7674 MB, Swaptotal 7730 MB Netout 680188

Machine 10.6.9.203 CpuFree% 98.17 MemFree% 93.65 Memfree 3715 MB, Memtotal 3967 MB, Swapfree 7717 MB, Swaptotal 7730 MB Netout 516936
Machine 10.6.9.219 CpuFree% 99.26 MemFree% 93.55 Memfree 3711 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 453972
Machine 10.6.9.205 CpuFree% 98.77 MemFree% 93.15 Memfree 3695 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 474355
Machine 10.6.9.211 CpuFree% 99.26 MemFree% 93.02 Memfree 3690 MB, Memtotal 3967 MB, Swapfree 7713 MB, Swaptotal 7730 MB Netout 335628
Machine 10.6.9.210 CpuFree% 99.26 MemFree% 92.21 Memfree 3658 MB, Memtotal 3967 MB, Swapfree 7657 MB, Swaptotal 7730 MB Netout 327960
Machine 10.6.9.215 CpuFree% 98.74 MemFree% 92.75 Memfree 3679 MB, Memtotal 3967 MB, Swapfree 7699 MB, Swaptotal 7730 MB Netout 224136
Machine 10.6.9.218 CpuFree% 98.51 MemFree% 92.76 Memfree 3680 MB, Memtotal 3967 MB, Swapfree 7697 MB, Swaptotal 7730 MB Netout 340488
Machine 10.6.9.213 CpuFree% 99.49 MemFree% 93.82 Memfree 3722 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 452376
Machine 10.6.9.222 CpuFree% 98.81 MemFree% 93.07 Memfree 3692 MB, Memtotal 3967 MB, Swapfree 7684 MB, Swaptotal 7730 MB Netout 318552
Machine 10.6.9.212 CpuFree% 99.24 MemFree% 93.11 Memfree 3694 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 450311
Machine 10.6.9.207 CpuFree% 99.28 MemFree% 91.99 Memfree 3649 MB, Memtotal 3967 MB, Swapfree 7662 MB, Swaptotal 7730 MB Netout 337378
Machine 10.6.9.221 CpuFree% 99.49 MemFree% 92.17 Memfree 3656 MB, Memtotal 3967 MB, Swapfree 7674 MB, Swaptotal 7730 MB Netout 494222
Machine 10.6.9.220 CpuFree% 99.23 MemFree% 93.71 Memfree 3717 MB, Memtotal 3967 MB, Swapfree 7726 MB, Swaptotal 7730 MB Netout 387977
Machine 10.6.9.223 CpuFree% 98.76 MemFree% 93.85 Memfree 3723 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 332947
Machine 10.6.9.209 CpuFree% 99.26 MemFree% 93.56 Memfree 3711 MB, Memtotal 3967 MB, Swapfree 7711 MB, Swaptotal 7730 MB Netout 450542

Machine 10.6.9.203 CpuFree% 97.72 MemFree% 93.64 Memfree 3715 MB, Memtotal 3967 MB, Swapfree 7717 MB, Swaptotal 7730 MB Netout 600087
Machine 10.6.9.205 CpuFree% 99.74 MemFree% 93.15 Memfree 3695 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 131502
Machine 10.6.9.212 CpuFree% 99.48 MemFree% 93.11 Memfree 3694 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 126463
Machine 10.6.9.207 CpuFree% 99.24 MemFree% 91.99 Memfree 3649 MB, Memtotal 3967 MB, Swapfree 7662 MB, Swaptotal 7730 MB Netout 271289
Machine 10.6.9.219 CpuFree% 99.76 MemFree% 93.55 Memfree 3711 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 152259
Machine 10.6.9.211 CpuFree% 99.26 MemFree% 93.03 Memfree 3690 MB, Memtotal 3967 MB, Swapfree 7713 MB, Swaptotal 7730 MB Netout 266126
Machine 10.6.9.213 CpuFree% 99.05 MemFree% 93.82 Memfree 3722 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 151768
Machine 10.6.9.215 CpuFree% 99.05 MemFree% 92.75 Memfree 3679 MB, Memtotal 3967 MB, Swapfree 7699 MB, Swaptotal 7730 MB Netout 132904
Machine 10.6.9.210 CpuFree% 99.75 MemFree% 92.21 Memfree 3658 MB, Memtotal 3967 MB, Swapfree 7657 MB, Swaptotal 7730 MB Netout 212481
Machine 10.6.9.209 CpuFree% 98.80 MemFree% 93.56 Memfree 3711 MB, Memtotal 3967 MB, Swapfree 7711 MB, Swaptotal 7730 MB Netout 136346
Machine 10.6.9.221 CpuFree% 99.53 MemFree% 92.17 Memfree 3656 MB, Memtotal 3967 MB, Swapfree 7674 MB, Swaptotal 7730 MB Netout 142577
Machine 10.6.9.218 CpuFree% 98.99 MemFree% 92.76 Memfree 3680 MB, Memtotal 3967 MB, Swapfree 7697 MB, Swaptotal 7730 MB Netout 279152
Machine 10.6.9.220 CpuFree% 99.28 MemFree% 93.71 Memfree 3717 MB, Memtotal 3967 MB, Swapfree 7726 MB, Swaptotal 7730 MB Netout 289044
Machine 10.6.9.222 CpuFree% 98.52 MemFree% 93.07 Memfree 3692 MB, Memtotal 3967 MB, Swapfree 7684 MB, Swaptotal 7730 MB Netout 278635
Machine 10.6.9.223 CpuFree% 99.26 MemFree% 93.85 Memfree 3723 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 91517

Machine 10.6.9.219 CpuFree% 99.33 MemFree% 93.55 Memfree 3711 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 81062
Machine 10.6.9.207 CpuFree% 99.09 MemFree% 91.99 Memfree 3649 MB, Memtotal 3967 MB, Swapfree 7662 MB, Swaptotal 7730 MB Netout 69899
Machine 10.6.9.210 CpuFree% 98.83 MemFree% 92.22 Memfree 3658 MB, Memtotal 3967 MB, Swapfree 7657 MB, Swaptotal 7730 MB Netout 71229
Machine 10.6.9.209 CpuFree% 99.29 MemFree% 93.57 Memfree 3712 MB, Memtotal 3967 MB, Swapfree 7711 MB, Swaptotal 7730 MB Netout 89030
Machine 10.6.9.211 CpuFree% 98.80 MemFree% 93.03 Memfree 3690 MB, Memtotal 3967 MB, Swapfree 7713 MB, Swaptotal 7730 MB Netout 77922
Machine 10.6.9.218 CpuFree% 99.53 MemFree% 92.77 Memfree 3680 MB, Memtotal 3967 MB, Swapfree 7697 MB, Swaptotal 7730 MB Netout 70476
Machine 10.6.9.222 CpuFree% 99.05 MemFree% 93.07 Memfree 3692 MB, Memtotal 3967 MB, Swapfree 7684 MB, Swaptotal 7730 MB Netout 77129
Machine 10.6.9.205 CpuFree% 99.02 MemFree% 93.15 Memfree 3695 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 96274
Machine 10.6.9.221 CpuFree% 98.79 MemFree% 92.17 Memfree 3656 MB, Memtotal 3967 MB, Swapfree 7674 MB, Swaptotal 7730 MB Netout 81717
Machine 10.6.9.220 CpuFree% 98.88 MemFree% 93.71 Memfree 3717 MB, Memtotal 3967 MB, Swapfree 7726 MB, Swaptotal 7730 MB Netout 76153
Machine 10.6.9.223 CpuFree% 98.82 MemFree% 93.85 Memfree 3723 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 71586
Machine 10.6.9.213 CpuFree% 99.12 MemFree% 93.81 Memfree 3721 MB, Memtotal 3967 MB, Swapfree 7718 MB, Swaptotal 7730 MB Netout 100840
Machine 10.6.9.203 CpuFree% 95.73 MemFree% 93.64 Memfree 3715 MB, Memtotal 3967 MB, Swapfree 7717 MB, Swaptotal 7730 MB Netout 459219
Machine 10.6.9.212 CpuFree% 99.32 MemFree% 93.12 Memfree 3694 MB, Memtotal 3967 MB, Swapfree 7690 MB, Swaptotal 7730 MB Netout 88846
Machine 10.6.9.215 CpuFree% 98.86 MemFree% 92.75 Memfree 3679 MB, Memtotal 3967 MB, Swapfree 7699 MB, Swaptotal 7730 MB Netout 90177

Machine 10.6.9.203 CpuFree% 97.71 MemFree% 93.64 Memfree 3715 MB, Memtotal 3967 MB, Swapfree 7717 MB, Swaptotal 7730 MB Netout 1104249
